-2.319613311264919542e+00 -1.495354886089421242e+00 3.496583581831481102e-01
-3.266598206629856005e+00 1.491800069808959961e+00 1.997917267701608546e-01
1.511151790618896484e+00 1.004882007837295532e+00 7.333316206932067871e-01
1.827520012855529785e+00 -1.692999988794326782e+00 6.780000030994415283e-02
-2.017280817031860352e+00 8.059999942779541016e-01 4.016000032424926758e-01
-2.987550973892211914e+00 8.045386075973510742e-01 4.566000103950500488e-01
-2.127066750232487369e+00 1.492297918420948388e+00 3.976538779392634337e-01
1.874283432960510254e+00 -4.750000238418579102e-01 1.509999997085995083e-01
1.678717255592346191e+00 -1.444000005722045898e+00 7.000000029802322388e-02
-2.120338903533087738e+00 -1.495472249057557823e+00 5.527994202242957344e-01
-2.548200130462646484e+00 -5.055999904870986938e-01 7.000000029802322388e-02
-2.621874854678199362e+00 -1.495476217496962690e+00 6.512062918572198988e-01
2.332439899444580078e+00 -1.849000006914138794e+00 6.780000030994415283e-02
1.718442767858505249e+00 -4.750000238418579102e-01 1.989250015467405319e-01
1.420500040054321289e+00 2.052776098251342773e+00 6.949999928474426270e-02
1.932953298091888428e+00 -1.342000007629394531e+00 7.000000029802322388e-02
1.519999861717224121e+00 1.457510054111480713e+00 5.501323512622288137e-01
-2.170925021171569824e+00 1.606407940387725830e+00 6.949999928474426270e-02
-2.533469676971435547e+00 -4.366138428449630737e-01 5.099999904632568359e-02
2.343641996383666992e+00 -5.464000105857849121e-01 7.000000029802322388e-02
-1.015180170536041260e+00 1.491800069808959961e+00 6.889803707599639893e-01
2.434499979019165039e+00 1.956263959407806396e+00 7.289599776268004816e-02
-1.067165399288258820e+00 1.492286964342361522e+00 3.982312457590568289e-01
2.700558768378363617e+00 -1.199200034141540527e+00 1.023999998966852870e-01
1.932775557041168213e+00 -4.749999940395355225e-01 3.966249823570251465e-01
-3.259999990463256836e+00 1.519739329814910889e-01 5.501999855041503906e-01
2.083499908447265625e+00 1.956263959407806396e+00 6.949999928474426270e-02
-2.468000173568725586e+00 -7.912000119686126709e-01 7.000000029802322388e-02
-1.184800148010253906e+00 -1.393000006675720215e+00 7.000000029802322388e-02
-8.252199888229370117e-01 -1.992999970912933350e+00 1.261000037193298340e-01
-2.118526265025138855e+00 -1.495468776673078537e+00 6.015792973339557648e-01
2.681999921798706055e+00 -1.548999994993209839e+00 1.009740011677855570e-01
2.427199999491373550e+00 1.155758023262023926e+00 3.400000035762786865e-01
-2.628400087356567383e+00 -1.046199957529703850e+00 7.000000029802322388e-02
1.804998368024826050e-01 2.095000028610229492e+00 1.002482764942701499e-01
-1.809003535658121109e+00 -1.495499321689399475e+00 7.007631066685112708e-01
-2.410449981689453125e+00 1.702919989824295044e+00 1.261000037193298340e-01
-3.259999990463256836e+00 4.961084015667438507e-02 2.537999997536341534e-01
2.177080154418945312e+00 -1.548999994993209839e+00 6.780000030994415283e-02
1.929041981697082520e+00 -8.381200432777404785e-01 7.000000029802322388e-02
1.221500039100646973e-01 -2.095000028610229492e+00 1.009590672545654794e-01
-2.624285936355590820e+00 7.149709165096282959e-01 5.099999904632568359e-02
1.280814528465270996e+00 -2.446830421686172485e-01 6.659999489784240723e-02
-1.113550066947937012e+00 -1.644999861717224121e+00 6.949999928474426270e-02
-1.746200203895568848e+00 -9.952000379562377930e-01 7.000000029802322388e-02
1.131132245063781738e+00 -1.046199997266133552e+00 7.000000029802322388e-02
-3.173804998397827148e+00 8.050257364908853797e-01 3.998333364725112915e-01
1.179612219333648682e+00 -9.952000379562377930e-01 3.400000035762786865e-01
-2.811036944389343262e+00 8.049039542675018311e-01 2.050999999046325684e-01
-3.078367471694946289e+00 -4.749999940395355225e-01 4.020000025629997253e-01
-2.821000099182128906e+00 -1.740999877452850342e+00 6.949999928474426270e-02
-1.419356848064221799e+00 1.492278890233290856e+00 4.399939275101611424e-01
-2.624285936355590820e+00 2.543370202183723450e-01 5.099999904632568359e-02
-3.259999990463256836e+00 7.149709165096282959e-01 5.970000028610229492e-01
2.278500080108642578e+00 2.054786761601766099e+00 6.949999928474426270e-02
1.280814528465270996e+00 6.126078367233276367e-01 2.537999997536341534e-01
1.278150916099548340e+00 -4.749999940395355225e-01 6.450200080871582031e-01
-2.227400064468383789e+00 -4.749999940395355225e-01 1.475000008940696716e-01
1.182599107424418206e+00 8.052693009376525879e-01 2.060000027219454355e-01
1.731983900070190430e+00 -4.749999940395355225e-01 7.477000057697296143e-01
-2.528500080108642578e+00 -1.945000022649765015e+00 6.949999928474426270e-02
-2.154868284861246597e+00 -4.953999916712443219e-01 6.886666516462962295e-02
-2.624285936355590820e+00 -1.570705790072679520e-03 5.099999904632568359e-02
-2.307600021362304688e+00 -8.422000010808309289e-01 7.000000029802322388e-02
1.186499953269958496e+00 1.751175940036773682e+00 6.949999928474426270e-02
1.874283432960510254e+00 -1.097200036048889160e+00 7.000000029802322388e-02
2.425800085067749023e+00 1.155758023262023926e+00 7.540000230073928833e-02
-1.080409049987792969e+00 -2.446830421686172485e-01 5.099999904632568359e-02
1.227607539442719053e+00 1.492273731309859519e+00 4.474562678913601155e-01
-2.078799962997436523e+00 1.956263959407806396e+00 6.949999928474426270e-02
1.991623163223266602e+00 -1.199200034141540527e+00 7.000000029802322388e-02
1.930643539218341642e+00 -5.913795311661327325e-01 3.840279509039485895e-01
-1.558872222900390625e+00 8.059999942779541016e-01 2.055999934673309326e-01
-2.576274991035461426e+00 1.654663950204849243e+00 6.949999928474426270e-02
-3.074500083923339844e+00 -2.095000028610229492e+00 1.006299975243481748e-01
-2.625314474105834961e+00 -4.749999940395355225e-01 5.035499930381774902e-01
2.235339999198913574e+00 -1.849000006914138794e+00 6.780000030994415283e-02
2.681999921798706055e+00 -1.597666669774938430e+00 7.232667091819974803e-02
1.326698422431945801e+00 -1.444000005722045898e+00 7.000000029802322388e-02
-1.216658552487691169e+00 -1.495000004768371582e+00 5.592404007911682129e-01
-4.655001461505889893e-01 1.908008009195327759e+00 6.949999928474426270e-02
-3.270000219345092773e+00 -1.199200034141540527e+00 2.560000121593475342e-01
-2.261020660400390625e+00 3.055185675621032715e-01 5.099999904632568359e-02
-2.548200130462646484e+00 -8.422000010808309289e-01 7.000000029802322388e-02
2.617434501647949219e+00 -9.442000190416971472e-01 7.000000029802322388e-02
1.672160029411315918e+00 -1.849000006914138794e+00 6.780000030994415283e-02
2.425800085067749023e+00 9.088700264692306519e-01 7.540000230073928833e-02
2.069849491119384766e+00 -1.291000008583068848e+00 7.000000029802322388e-02
-2.121503504839810539e+00 1.492254582318392586e+00 5.528714304620568898e-01
1.167240023612976074e+00 -1.992999970912933350e+00 6.780000030994415283e-02
1.516800045967102051e+00 -2.095000028610229492e+00 1.009314158340779699e-01
-1.104600071907043457e+00 -4.749999940395355225e-01 5.505000054836273193e-01
-3.259999990463256836e+00 6.637893915176391602e-01 6.659999489784240723e-02
1.634999990463256836e+00 1.751175940036773682e+00 6.949999928474426270e-02
2.375999927520751953e+00 2.095000028610229492e+00 1.006299975243481748e-01
-2.700500011444091797e+00 1.457510054111480713e+00 7.000000029802322388e-02
-1.913370110949532021e+00 -1.495498859491504628e+00 4.392011380586468006e-01
-1.072360038757324219e+00 -1.692999869585037231e+00 6.949999928474426270e-02
-3.259999990463256836e+00 -1.039337962865829468e-01 3.473999897638956891e-01
-3.170839269052852405e+00 1.492254582318392586e+00 6.517232787428479668e-01
-2.533469676971435547e+00 -4.749999940395355225e-01 6.659999489784240723e-02
2.375999927520751953e+00 1.908008009195327759e+00 6.949999928474426270e-02
1.874283432960510254e+00 -5.974000295003255578e-01 7.000000029802322388e-02
-2.715102195739746094e+00 7.149709165096282959e-01 5.099999904632568359e-02
-2.668400049209594727e+00 1.805463981628417924e+00 1.261000037193298340e-01
-1.080409049987792969e+00 -4.749999940395355225e-01 5.970000028610229492e-01
-1.154739975929260254e+00 -1.550999879837036133e+00 6.949999928474426270e-02
-2.520999908447265625e+00 2.092989365259806167e+00 7.232999801635742188e-02
-1.319499969482421875e+00 -2.041051881801154710e+00 1.004652540261188887e-01
-2.614492893218994141e+00 8.052693009376525879e-01 7.099999859929084778e-02
-2.810144901275634766e+00 1.491800069808959961e+00 2.024000003933906500e-01
-1.820850133895874023e+00 1.606407940387725830e+00 6.949999928474426270e-02
1.131132245063781738e+00 -4.750000238418579102e-01 2.508999988436698692e-01
-3.270000219345092773e+00 -1.148199995358784919e+00 4.574999958276748657e-01
1.179612219333648682e+00 -7.503999918699264526e-01 3.400000035762786865e-01
-2.926350116729736328e+00 1.908008009195327759e+00 1.261000037193298340e-01
1.771499991416931152e+00 2.095000028610229492e+00 1.009064162539881349e-01
-1.184800148010253906e+00 -9.340000152587890625e-01 7.000000029802322388e-02
-1.573000013828277588e+00 -1.692999869585037231e+00 6.949999928474426270e-02
1.538324642181396529e+00 1.491800069808959961e+00 3.011999994516372792e-01
-3.267672858552304493e+00 -1.498049087153223491e+00 1.000881211278205341e-01
2.729431717019332293e+00 -1.440260526381040851e+00 3.999355764765488708e-01
-2.924453668105296611e+00 -1.495461564797621490e+00 6.015682281591953062e-01
-1.080409049987792969e+00 -1.570705790072679520e-03 5.099999904632568359e-02
-3.259999990463256836e+00 2.031554803252220154e-01 5.970000028610229492e-01
-1.625306725502014160e+00 -4.749999940395355225e-01 5.033999880154927942e-01
1.185432698991563560e+00 8.055128653844197961e-01 2.536666641632716046e-01
-2.177500009536743164e+00 -1.992999970912933350e+00 6.949999928474426270e-02
-2.805918455123901367e+00 6.509940028190612793e-01 5.099999904632568359e-02
-3.270000219345092773e+00 -1.291000008583068848e+00 5.040000081062316895e-01
1.283660507202148526e+00 -1.495481615066528214e+00 3.981117287278175265e-01
-2.805918455123901367e+00 -4.366138428449630737e-01 5.099999904632568359e-02
2.279902337671636303e+00 -5.927813288929698610e-01 3.839500094508076500e-01
1.228915333747863770e+00 -7.504000067710876465e-01 7.000000029802322388e-02
-2.074432945251464933e+00 -4.749999940395355225e-01 2.080000013113021962e-01
1.519999861717224121e+00 1.402646034955978394e+00 6.026654498917716207e-01
-3.221149921417236328e+00 2.052776098251342773e+00 6.949999928474426270e-02
-2.387800216674804688e+00 -1.444000005722045898e+00 7.000000029802322388e-02
-1.352857947349548340e+00 3.055185675621032715e-01 5.099999904632568359e-02
-2.442653417587280273e+00 -4.749999940395355225e-01 5.970000028610229492e-01
1.092019081115722656e+00 -1.280799984931945801e+00 7.000000029802322388e-02
-2.307600021362304688e+00 -4.749999940395355225e-01 2.094999998807907104e-01
1.826513197004180578e+00 -1.495482694242418420e+00 3.982586120207285418e-01
1.089560031890869141e+00 -1.849000006914138794e+00 6.780000030994415283e-02
-2.873458590618399811e+00 -1.495465142782344437e+00 6.510642877844876608e-01
